Airport Name,Aircraft Make Model,Effect Amount of damage,Flight Date,Aircraft Airline Operator,Origin State,Phase of flight,Wildlife Size,Wildlife Species,Time of day,Cost Other,Cost Repair,Cost Total $,Speed IAS in knots
MEMPHIS INTL,DC-10-10,None,2002-05-18,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,
LOUISVILLE INTL ARPT,B-747-1/200,None,2002-05-18,UPS AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,160
CHICAGO O'HARE INTL ARPT,MD-82,None,2002-05-19,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,140
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-727,None,2002-05-19,DELTA AIR LINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,135
PORTLAND INTL (OR),EMB-120,None,2002-05-19,SKYWEST AIRLINES,Oregon,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
PORTLAND INTL (OR),B-737-400,None,2002-05-19,ALASKA AIRLINES,Oregon,Take-off run,Small,Unknown bird - small,Day,0,0,0,107
MINNEAPOLIS-ST PAUL INTL,B-727,None,2002-05-19,BUSINESS,Minnesota,Approach,Small,Unknown bird - small,Night,0,0,0,
KANSAS CITY INTL,B-737,None,2002-05-19,SOUTHWEST AIRLINES,Missouri,Approach,Small,Unknown bird - small,Night,0,0,0,210
HOUSTON-HOBBY,B-737-300,None,2002-05-19,SOUTHWEST AIRLINES,Texas,Climb,Small,Unknown bird - small,Night,0,0,0,150
HOUSTON-HOBBY,B-737-300,None,2002-05-19,SOUTHWEST AIRLINES,Texas,Climb,Small,Unknown bird - small,Night,0,0,0,240
KANSAS CITY INTL,A-320,None,2002-05-19,AMERICA WEST AIRLINES,Missouri,Landing Roll,Small,Unknown bird - small,Night,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-83,None,2002-05-20,AMERICAN AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,135
SAN FRANCISCO INTL ARPT,B-777-200,None,2002-05-20,UNITED AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,
KANSAS CITY INTL,B-737-300,None,2002-05-20,SOUTHWEST AIRLINES,Missouri,Descent,Medium,Unknown bird - medium,Night,0,0,0,150
DALLAS/FORT WORTH INTL ARPT,FOKKER F100,None,2002-05-20,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140
DENVER INTL AIRPORT,B-737-300,None,2002-05-20,AMERICA WEST AIRLINES,Colorado,Take-off run,Small,Unknown bird - small,Day,0,0,0,140
CHICAGO MIDWAY INTL ARPT,B-737-200,None,2002-05-20,FRONTIER AIRLINES,Illinois,Approach,Small,Unknown bird - small,Night,0,0,0,140
EPPLEY AIRFIELD,B-737-700,None,2002-05-20,SOUTHWEST AIRLINES,Nebraska,Climb,Small,Unknown bird - small,Night,0,0,0,200
CHICAGO O'HARE INTL ARPT,FOKKER F100,None,2002-05-21,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,135
LAMBERT-ST LOUIS INTL,B-737-300,None,2002-05-21,SOUTHWEST AIRLINES,Missouri,Approach,Small,Unknown bird - small,Day,0,0,0,160
PHILADELPHIA INTL,B-757-200,None,2002-05-21,US AIRWAYS*,Pennsylvania,Climb,Small,Unknown bird - small,Day,0,0,0,175
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,None,2002-05-21,COMAIR AIRLINES,Kentucky,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
METRO OAKLAND INTL,B-737-300,None,2002-05-21,SOUTHWEST AIRLINES,California,Take-off run,Small,Unknown bird - small,Day,0,0,0,120
CHICAGO O'HARE INTL ARPT,MD-80,None,2002-05-21,AMERICAN AIRLINES,Illinois,Climb,Small,Unknown bird - small,Night,0,0,0,200
TETERBORO AIRPORT,LEARJET-55,None,2002-05-21,BUSINESS,New Jersey,Landing Roll,Small,Barn owl,Night,0,0,0,130
DALLAS/FORT WORTH INTL ARPT,A-300,None,2002-05-22,UPS AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,130
LAMBERT-ST LOUIS INTL,EMB-135,None,2002-05-22,CHAUTAUQUA AIRLINES,Missouri,Climb,Small,Unknown bird - small,Day,0,0,0,250
SALT LAKE CITY INTL,CL-RJ100/200,None,2002-05-22,SKYWEST AIRLINES,Utah,Climb,Small,Unknown bird - small,Day,0,0,0,150
INDIANAPOLIS INTL,B-727,None,2002-05-22,FEDEX EXPRESS,Indiana,Approach,Small,Unknown bird - small,Night,0,0,0,
GREATER PITTSBURGH,KC-135E,None,2002-05-22,MILITARY,Pennsylvania,Approach,Small,Unknown bird - small,Night,0,0,0,155
LAMBERT-ST LOUIS INTL,B-737-300,None,2002-05-22,SOUTHWEST AIRLINES,Missouri,Climb,Small,Unknown bird - small,Night,0,0,0,210
ORLANDO INTL,B-737-500,None,2002-05-23,SOUTHWEST AIRLINES,Florida,Approach,Large,Great blue heron,Dusk,0,0,0,140
BARKSDALE AIR FORCE BASE ARPT,B-52H,None,2002-05-23,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,150
PORTLAND INTL (OR),B-737,Minor,2002-05-23,AMERICA WEST AIRLINES,Oregon,Approach,Medium,Red-tailed hawk,Dusk,0,0,0,137
DALLAS/FORT WORTH INTL ARPT,SAAB-340,None,2002-05-23,AMERICAN EAGLE AIRLINES,Texas,Approach,Small,Unknown bird - small,Dawn,0,0,0,210
DALLAS/FORT WORTH INTL ARPT,MD-80,None,2002-05-23,AMERICAN AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
MEMPHIS INTL,B-727-200,None,2002-05-24,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,
HOUSTON-HOBBY,B-737-300,None,2002-05-24,SOUTHWEST AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,250
GREATER PITTSBURGH,B-737-400,None,2002-05-24,US AIRWAYS*,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,
KANSAS CITY INTL,DC-9-50,None,2002-05-24,NORTHWEST AIRLINES,Missouri,Take-off run,Small,Barn swallow,Day,0,0,0,120
LAMBERT-ST LOUIS INTL,B-737-300,None,2002-05-24,SOUTHWEST AIRLINES,Missouri,Take-off run,Small,Unknown bird - small,Day,0,0,0,120
SALT LAKE CITY INTL,B-767,None,2002-05-25,DELTA AIR LINES,Utah,Climb,Medium,Unknown bird - medium,Day,0,0,0,
METRO OAKLAND INTL,A-320,None,2002-05-25,FEDEX EXPRESS,California,Descent,Medium,Unknown bird - medium,Night,0,0,0,250
DALLAS/FORT WORTH INTL ARPT,MD-82,None,2002-05-25,AMERICAN AIRLINES,Texas,Landing Roll,Small,Rock pigeon,Day,0,0,0,110
INDIANAPOLIS INTL,A-320,None,2002-05-26,AMERICA WEST AIRLINES,Indiana,Approach,Small,Unknown bird - small,Night,0,0,0,135
GREATER PITTSBURGH,DORNIER 328,None,2002-05-27,PSA AIRLINES,Pennsylvania,Climb,Small,Unknown bird - small,Day,0,0,0,120
SACRAMENTO INTL,B-737-300,None,2002-05-27,AMERICA WEST AIRLINES,California,Landing Roll,Small,Tree swallow,Day,0,0,0,
GREATER PITTSBURGH,B-737-300,None,2002-05-27,US AIRWAYS*,Pennsylvania,Descent,Small,Unknown bird - small,Night,0,0,0,240
DALLAS/FORT WORTH INTL ARPT,SAAB-340,None,2002-05-28,AMERICAN EAGLE AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,130
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-757-200,None,2002-05-28,DELTA AIR LINES,Kentucky,Climb,Medium,Unknown bird - medium,Day,0,0,0,167
CHICAGO MIDWAY INTL ARPT,B-737,Medium,2002-05-28,SOUTHWEST AIRLINES,Illinois,Climb,Medium,Unknown bird - medium,Night,0,0,0,
TETERBORO AIRPORT,CITATION X,None,2002-05-28,BUSINESS,New Jersey,Approach,Small,Unknown bird - small,Day,0,0,0,130
DENVER INTL AIRPORT,A-320,None,2002-05-29,NORTHWEST AIRLINES,Colorado,Landing Roll,Large,Coyote,Dusk,0,0,0,
MEMPHIS INTL,MD-11,None,2002-05-29,FEDEX EXPRESS,Tennessee,Approach,Large,Unknown bird - large,Night,0,0,0,
SAN ANTONIO INTL,A-310,None,2002-05-29,FEDEX EXPRESS,Texas,Approach,Medium,Unknown bird - medium,Dawn,0,0,0,
LAMBERT-ST LOUIS INTL,MD-80,None,2002-05-29,AMERICAN AIRLINES,Missouri,Approach,Medium,Unknown bird - medium,Day,0,0,0,170
BALTIMORE WASH INTL,B-737-300,None,2002-05-29,SOUTHWEST AIRLINES,Maryland,Climb,Small,Unknown bird - small,Night,0,0,0,220
MEMPHIS INTL,B-727-200,None,2002-05-30,FEDEX EXPRESS,Tennessee,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
KANSAS CITY INTL,B-737-300,None,2002-05-30,SOUTHWEST AIRLINES,Missouri,Approach,Medium,Unknown bird - medium,Night,0,0,0,180
WILL ROGERS WORLD ARPT,MD-80,None,2002-05-30,AMERICAN AIRLINES,Oklahoma,Approach,Medium,Unknown bird - medium,Night,0,0,0,
SAN ANTONIO INTL,MD-80,None,2002-05-30,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,250
KANSAS CITY INTL,MD-80,None,2002-05-30,AMERICAN AIRLINES,Missouri,Take-off run,Small,Unknown bird - small,Day,0,0,0,
NASHVILLE INTL,B-737-300,Substantial,2002-05-31,SOUTHWEST AIRLINES,Tennessee,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140
CHARLOTTE/DOUGLAS INTL ARPT,DHC8 DASH 8,None,2002-05-31,PIEDMONT AIRLINES,North Carolina,Approach,Medium,Unknown bird - medium,Day,0,0,0,120
MEMPHIS INTL,DC-10-10,None,2002-05-31,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,
LOUISVILLE INTL ARPT,B-767-300,None,2002-05-31,UPS AIRLINES,Kentucky,Climb,Small,European starling,Day,0,0,0,190
CHARLESTON AFB/INTL ARPT,C-17A,None,2002-06-01,MILITARY,South Carolina,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,
KANSAS CITY INTL,B-737-300,None,2002-06-01,UNITED AIRLINES,Missouri,Take-off run,Small,Eastern meadowlark,Day,0,0,0,
EPPLEY AIRFIELD,MD-80,None,2002-06-01,AMERICAN AIRLINES,Nebraska,Take-off run,Small,Unknown bird - small,Day,0,0,0,80
NEWARK LIBERTY INTL ARPT,B-757-200,None,2002-06-01,CONTINENTAL AIRLINES,New Jersey,Take-off run,Small,Unknown bird - small,Day,0,0,0,110
PORT COLUMBUS INTL,C-560,None,2002-06-02,BUSINESS,Ohio,Climb,Small,Unknown bird - small,Day,0,0,0,120
SAN FRANCISCO INTL ARPT,B-737-300,None,2002-06-02,UNITED AIRLINES,California,Take-off run,Small,European starling,Day,0,0,0,
ORLANDO INTL,A-320,None,2002-06-02,UNITED AIRLINES,Florida,Approach,Small,Unknown bird - small,Night,0,0,0,140
MINNEAPOLIS-ST PAUL INTL,CL-RJ100/200,None,2002-06-03,PINNACLE,Minnesota,Approach,Small,Chimney swift,Day,0,0,0,110
LOUISVILLE INTL ARPT,B-727-200,None,2002-06-04,FEDEX EXPRESS,Kentucky,Descent,Medium,Unknown bird - medium,Night,0,0,0,
DETROIT METRO WAYNE COUNTY ARPT,A-320,None,2002-06-04,AMERICA WEST AIRLINES,Michigan,Climb,Small,Unknown bird - small,Day,0,0,0,150
ATLANTIC CITY INTL,LEARJET-25,None,2002-06-04,BUSINESS,New Jersey,Take-off run,Small,Unknown bird - small,Day,0,0,0,
GREATER PITTSBURGH,B-737-300,Medium,2002-06-05,US AIRWAYS*,Pennsylvania,Approach,Large,Canada goose,Day,0,0,0,150
LOGAN INTL,EMB-135,None,2002-06-05,AMERICAN EAGLE AIRLINES,Massachusetts,Approach,Medium,Herring gull,Dusk,0,0,0,130
LOUISVILLE INTL ARPT,B-757-200,None,2002-06-06,UPS AIRLINES,Kentucky,Climb,Small,Unknown bird - small,Night,0,0,0,150
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,None,2002-06-07,COMAIR AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,140
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,None,2002-06-07,COMAIR AIRLINES,Kentucky,Take-off run,Small,European starling,Day,0,0,0,
AUSTIN-BERGSTROM INTL,B-727-200,None,2002-06-07,DELTA AIR LINES,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,150
CHARLOTTE/DOUGLAS INTL ARPT,B-737-400,None,2002-06-07,US AIRWAYS*,North Carolina,Approach,Small,Unknown bird - small,Night,0,0,0,
SACRAMENTO INTL,MD-82,None,2002-06-08,AMERICAN AIRLINES,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,A-10A,None,2002-06-08,MILITARY,Louisiana,Climb,Medium,Unknown bird or bat,Day,0,0,0,150
SACRAMENTO INTL,DC-10,None,2002-06-08,FEDEX EXPRESS,California,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
KANSAS CITY INTL,DC-9-40,None,2002-06-08,ABX AIR,Missouri,Descent,Medium,Unknown bird - medium,Night,0,0,0,
PORT COLUMBUS INTL,C-650,Minor,2002-06-08,EXECUTIVE JET AVIATION,Ohio,Climb,Small,Unknown bird - small,Day,0,0,0,
SACRAMENTO INTL,MD-82,None,2002-06-08,AMERICAN AIRLINES,California,Approach,Small,Unknown bird - small,Day,0,0,0,150
HOUSTON-HOBBY,B-737-200,None,2002-06-08,SOUTHWEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,150
PHILADELPHIA INTL,LEARJET-35,None,2002-06-09,BUSINESS,Pennsylvania,Approach,Medium,Red-tailed hawk,Day,0,0,0,170
SACRAMENTO INTL,B-737,None,2002-06-09,SOUTHWEST AIRLINES,California,Taxi,Small,Cliff swallow,Day,0,0,0,
PHILADELPHIA INTL,B-737-300,Minor,2002-06-10,US AIRWAYS*,Pennsylvania,Approach,Medium,Unknown bird - medium,Day,0,0,0,
SALT LAKE CITY INTL,B-767,None,2002-06-10,DELTA AIR LINES,Utah,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
SACRAMENTO INTL,B-737-300,None,2002-06-10,SOUTHWEST AIRLINES,California,Take-off run,Small,Unknown bird - small,Day,0,0,0,135
DENVER INTL AIRPORT,MD-80,None,2002-06-10,AMERICAN AIRLINES,Colorado,Take-off run,Small,Unknown bird - small,Day,0,0,0,130
DALLAS/FORT WORTH INTL ARPT,B-737-800,None,2002-06-10,AMERICAN AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,160
CHICAGO MIDWAY INTL ARPT,B-737-300,None,2002-06-11,SOUTHWEST AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,170
LAMBERT-ST LOUIS INTL,MD-82,None,2002-06-12,AMERICAN AIRLINES,Missouri,Approach,Medium,Unknown bird - medium,Day,0,0,0,134
LAMBERT-ST LOUIS INTL,B-737,None,2002-06-12,US AIRWAYS*,Missouri,Approach,Medium,Unknown bird - medium,Day,0,0,0,190
GREATER PITTSBURGH,A-319,None,2002-06-12,US AIRWAYS*,Pennsylvania,Climb,Medium,Unknown bird - medium,Night,0,0,0,220
WASHINGTON DULLES INTL ARPT,CL-RJ100/200,None,2002-06-12,ATLANTIC COAST AIRLINES,DC,Approach,Small,Rock pigeon,Day,0,0,0,140
EPPLEY AIRFIELD,EMB-145,None,2002-06-12,AMERICAN EAGLE AIRLINES,Nebraska,Approach,Small,Unknown bird - small,Day,0,0,0,130
DALLAS/FORT WORTH INTL ARPT,MD-88,None,2002-06-12,DELTA AIR LINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,125
LAMBERT-ST LOUIS INTL,B-737-300,None,2002-06-12,US AIRWAYS*,Missouri,Descent,Small,European starling,Dusk,0,0,0,170
CHICAGO MIDWAY INTL ARPT,SAAB-340,None,2002-06-13,BUSINESS,Illinois,Approach,Medium,Unknown bird - medium,Dawn,0,0,0,200
SACRAMENTO INTL,A-320,None,2002-06-13,UNITED AIRLINES,California,Landing Roll,Small,Unknown bird - small,Day,0,0,0,120
LAMBERT-ST LOUIS INTL,DA-50 FALCON,None,2002-06-14,BUSINESS,Missouri,Landing Roll,Large,Coyote,Day,0,0,0,
GEORGE BUSH INTERCONTINENTAL,A-320,None,2002-06-15,AMERICA WEST AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
GREATER PITTSBURGH,B-717-200,None,2002-06-15,AIRTRAN AIRWAYS,Pennsylvania,Approach,Small,Unknown bird - small,Dusk,0,0,0,130
CLEVELAND-HOPKINS INTL ARPT,MD-82,None,2002-06-15,AMERICAN AIRLINES,Ohio,Approach,Small,Unknown bird - small,Night,0,0,0,135
DALLAS/FORT WORTH INTL ARPT,MD-80,None,2002-06-16,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Dawn,0,0,0,140
MEMPHIS INTL,AVRO RJ 85,None,2002-06-16,MESABA AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,120
RONALD REAGAN WASHINGTON NATL,MD-88,Minor,2002-06-17,DELTA AIR LINES,DC,Take-off run,Large,Canada goose,Day,0,0,0,120
PORTLAND INTL (OR),EMB-120,None,2002-06-17,SKYWEST AIRLINES,Oregon,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
INDIANAPOLIS INTL,C-310,None,2002-06-17,BUSINESS,Indiana,Take-off run,Medium,Red-tailed hawk,Day,0,0,0,
DENVER INTL AIRPORT,BE-1900,None,2002-06-17,GREAT LAKES AIRLINES,Colorado,Take-off run,Small,Unknown bird - small,Day,0,0,0,115
RONALD REAGAN WASHINGTON NATL,A-319,None,2002-06-17,US AIRWAYS*,DC,Approach,Small,Unknown bird - small,Dusk,0,0,0,140
DALLAS/FORT WORTH INTL ARPT,A-300,Substantial,2002-06-18,UPS AIRLINES,Texas,Approach,Large,Unknown bird - large,Day,0,0,0,180
DENVER INTL AIRPORT,A-320,Substantial,2002-06-18,UNITED AIRLINES,Colorado,Climb,Medium,Red-tailed hawk,Day,0,0,0,
LOUISVILLE INTL ARPT,EMB-145,None,2002-06-18,AMERICAN EAGLE AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,
SALT LAKE CITY INTL,B-757-200,None,2002-06-18,DELTA AIR LINES,Utah,Approach,Small,Unknown bird - small,Day,0,0,0,122
DENVER INTL AIRPORT,B-737-800,None,2002-06-18,AMERICAN AIRLINES,Colorado,Take-off run,Small,Horned lark,Day,0,0,0,120
METRO OAKLAND INTL,DC-10-10,None,2002-06-19,FEDEX EXPRESS,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,300
NEWARK LIBERTY INTL ARPT,B-767-400,None,2002-06-19,CONTINENTAL AIRLINES,New Jersey,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,100
MINNEAPOLIS-ST PAUL INTL,MD-88,None,2002-06-19,DELTA AIR LINES,Minnesota,Landing Roll,Medium,Mallard,Dusk,0,0,0,140
SACRAMENTO INTL,KC-135E,None,2002-06-19,MILITARY,California,Approach,Small,Unknown bird - small,Day,0,0,0,150
CHARLOTTE/DOUGLAS INTL ARPT,A-319,None,2002-06-19,US AIRWAYS*,North Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,130
DALLAS/FORT WORTH INTL ARPT,SAAB-340,None,2002-06-19,AMERICAN EAGLE AIRLINES,Texas,Approach,Small,American kestrel,Day,0,0,0,120
DALLAS/FORT WORTH INTL ARPT,SAAB-340,None,2002-06-19,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,Small,Eastern meadowlark,Day,0,0,0,
SAN FRANCISCO INTL ARPT,B-737-500,None,2002-06-19,UNITED AIRLINES,California,Take-off run,Small,Rock pigeon,Day,0,0,0,140
DENVER INTL AIRPORT,B-737-300,None,2002-06-19,AMERICA WEST AIRLINES,Colorado,Take-off run,Small,Unknown bird - small,Day,0,0,0,
SEATTLE-TACOMA INTL,B-757-200,None,2002-06-20,UNITED AIRLINES,Washington,Approach,Small,European starling,Day,0,0,0,
GREATER PITTSBURGH,KC-135E,None,2002-06-21,MILITARY,Pennsylvania,Climb,Small,Unknown bird - small,Day,0,0,0,250
DALLAS/FORT WORTH INTL ARPT,MD-83,None,2002-06-21,AMERICAN AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,DORNIER 328,None,2002-06-22,ATLANTIC COAST AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,125
DALLAS/FORT WORTH INTL ARPT,FOKKER F100,None,2002-06-22,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,124
DALLAS/FORT WORTH INTL ARPT,FOKKER F100,None,2002-06-22,AMERICAN AIRLINES,Texas,Landing Roll,Small,Barn swallow,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,CL-RJ100/200,None,2002-06-22,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
JOHN F KENNEDY INTL,B-757-200,None,2002-06-22,AMERICAN AIRLINES,New York,Take-off run,Small,Laughing gull,Dusk,0,0,0,
PORTLAND INTL (OR),B-737,None,2002-06-22,DELTA AIR LINES,Oregon,Landing Roll,Small,Barn owl,Night,0,0,0,
PORTLAND INTL (OR),B-737-800,None,2002-06-23,DELTA AIR LINES,Oregon,Approach,Small,American kestrel,Day,0,0,0,
EPPLEY AIRFIELD,HAWKER 1000,None,2002-06-23,BUSINESS,Nebraska,Climb,Small,American robin,Day,0,0,0,150
LOS ANGELES INTL,MD-80,None,2002-06-23,AMERICAN AIRLINES,California,Landing Roll,Small,American kestrel,Day,0,0,0,
SACRAMENTO INTL,B-737-300,None,2002-06-23,SOUTHWEST AIRLINES,California,Landing Roll,Small,Unknown bird - small,Day,0,0,0,130
SEATTLE-TACOMA INTL,DHC8 DASH 8,None,2002-06-24,HORIZON AIR,Washington,Climb,Medium,Unknown bird - medium,Day,0,0,0,
SALT LAKE CITY INTL,B-727,None,2002-06-24,DELTA AIR LINES,Utah,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
NASHVILLE INTL,LEARJET-31,None,2002-06-24,BUSINESS,Tennessee,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,100
LOS ANGELES INTL,B-737-300,None,2002-06-24,SOUTHWEST AIRLINES,California,Landing Roll,Medium,American crow,Dusk,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,A-319,None,2002-06-24,US AIRWAYS*,North Carolina,Approach,Small,American robin,Day,0,0,0,130
SALT LAKE CITY INTL,CL-RJ100/200,None,2002-06-25,SKYWEST AIRLINES,Utah,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
BALTIMORE WASH INTL,B-737-700,None,2002-06-25,SOUTHWEST AIRLINES,Maryland,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,135
DALLAS/FORT WORTH INTL ARPT,B-727-200,None,2002-06-25,FEDEX EXPRESS,Texas,Landing Roll,Medium,Unknown bird - medium,Dusk,0,0,0,
PORT COLUMBUS INTL,B-727,None,2002-06-25,DELTA AIR LINES,Ohio,Climb,Small,Unknown bird - small,Dawn,0,0,0,160
CHARLOTTE/DOUGLAS INTL ARPT,A-319,Substantial,2002-06-26,US AIRWAYS*,North Carolina,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,None,2002-06-26,COMAIR AIRLINES,Kentucky,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
PHILADELPHIA INTL,A-300,None,2002-06-26,FEDEX EXPRESS,Pennsylvania,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,80
MEMPHIS INTL,B-727-200,None,2002-06-26,FEDEX EXPRESS,Tennessee,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
KANSAS CITY INTL,DC-9,None,2002-06-26,ABX AIR,Missouri,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,
KANSAS CITY INTL,B-737-300,None,2002-06-26,SOUTHWEST AIRLINES,Missouri,Approach,Small,Unknown bird - small,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,B-757-200,None,2002-06-26,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140
SACRAMENTO INTL,A-319,None,2002-06-26,UNITED AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,125
WASHINGTON DULLES INTL ARPT,B-737-300,None,2002-06-27,UNITED AIRLINES,DC,Climb,Medium,Unknown bird - medium,Day,0,0,0,180
WILL ROGERS WORLD ARPT,B-727,None,2002-06-27,GOVERNMENT,Oklahoma,Climb,Medium,Unknown bird - medium,Day,0,0,0,
AUSTIN-BERGSTROM INTL,B-737-500,None,2002-06-27,SOUTHWEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,230
JOHN F KENNEDY INTL,DC-10-10,None,2002-06-27,FEDEX EXPRESS,New York,Take-off run,Small,Barn owl,Night,0,0,0,140
ORLANDO INTL,B-737-200,None,2002-06-28,DELTA AIR LINES,Florida,Approach,Small,Unknown bird - small,Day,0,0,0,140
LIHUE ARPT,B-737-200,None,2002-06-28,ALOHA AIRLINES,Hawaii,Landing Roll,Small,Unknown bird - small,Dusk,0,0,0,
HONOLULU INTL ARPT,DHC8 DASH 8,None,2002-06-28,ALOHA AIRLINES,Hawaii,Take-off run,Small,Unknown bird - small,Dusk,0,0,0,98
PORTLAND INTL (OR),B-767-300,None,2002-06-29,DELTA AIR LINES,Oregon,Take-off run,Medium,Red-tailed hawk,Dawn,0,0,0,
CHARLESTON AFB/INTL ARPT,C-130H,B,2002-06-29,MILITARY,South Carolina,Take-off run,Small,Rock pigeon,Day,0,636405,636405,105
DALLAS/FORT WORTH INTL ARPT,B-757-200,None,2002-06-30,AMERICAN AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Day,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-757-200,None,2002-06-30,DELTA AIR LINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,130
LAMBERT-ST LOUIS INTL,MD-83,None,2002-06-30,TRANS WORLD AIRLINES,Missouri,Approach,Small,Unknown bird - small,Day,0,0,0,135
BARKSDALE AIR FORCE BASE ARPT,B-52H,None,2002-07-01,MILITARY,Louisiana,Climb,Medium,Unknown bird or bat,Dusk,0,0,0,120
PORTLAND INTL (OR),B-757-200,None,2002-07-01,AMERICAN AIRLINES,Oregon,Take-off run,Small,Unknown bird - small,Day,0,0,0,120
PORTLAND INTL (OR),B-757-200,None,2002-07-02,UNITED AIRLINES,Oregon,Approach,Medium,Unknown bird - medium,Day,0,0,0,
MEMPHIS INTL,DC-10-30,None,2002-07-02,FEDEX EXPRESS,Tennessee,Climb,Medium,Unknown bird - medium,Day,0,0,0,
SACRAMENTO INTL,MD-80,None,2002-07-02,ALASKA AIRLINES,California,Take-off run,Small,Tree swallow,Day,0,0,0,90
DALLAS/FORT WORTH INTL ARPT,MD-80,None,2002-07-02,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Dusk,0,0,0,140
